Timestamp,core,usr,sys,iowait,soft,idle
2024-11-11 03:37:09.514 , 31 , 0.99 , 0.99 , 0.00 , 0.00 , 98.02
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.12 , 0.00 , 0.00 , 0.00 , 99.88
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 9 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 15 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 20 , 2.00 , 0.00 , 0.00 , 0.00 , 98.00
2024-11-11 03:37:09.514 , 21 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.03 , 0.03 , 0.00 , 0.00 , 99.94
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.00 , 0.99 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 9 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 15 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 20 , 1.00 , 0.00 , 0.00 , 0.00 , 99.00
2024-11-11 03:37:09.514 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.09 , 0.00 , 0.00 , 0.00 , 99.91
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 9 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 15 , 1.00 , 0.00 , 0.00 , 0.00 , 99.00
2024-11-11 03:37:09.514 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 20 , 1.00 , 0.00 , 0.00 , 0.00 , 99.00
2024-11-11 03:37:09.514 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 23 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.06 , 0.09 , 0.00 , 0.00 , 99.84
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 9 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 15 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 20 , 1.00 , 2.00 , 0.00 , 0.00 , 97.00
2024-11-11 03:37:09.514 , 21 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 29 , 0.00 , 0.99 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.03 , 0.00 , 0.00 , 0.00 , 99.97
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 9 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 15 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 18 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 20 , 1.00 , 0.00 , 0.00 , 0.00 , 99.00
2024-11-11 03:37:09.514 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.09 , 0.00 , 0.00 , 0.00 , 99.91
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 5 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 6 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 7 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 8 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 9 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 10 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 11 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 12 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 13 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 14 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 15 , 1.00 , 0.00 , 0.00 , 0.00 , 99.00
2024-11-11 03:37:09.514 , 16 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 17 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 18 , 0.99 , 0.00 , 0.00 , 0.00 , 99.01
2024-11-11 03:37:09.514 , 19 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 20 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 21 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 22 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 23 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 24 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 25 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 26 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 27 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 28 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 29 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 30 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 31 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 ,  ,  ,  ,  ,  , 
2024-11-11 03:37:09.514 , CPU , %usr , %sys , %iowait , %soft , %idle
2024-11-11 03:37:09.514 , all , 0.03 , 0.03 , 0.00 , 0.00 , 99.94
2024-11-11 03:37:09.514 , 0 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 1 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 2 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 3 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
2024-11-11 03:37:09.514 , 4 , 0.00 , 0.00 , 0.00 , 0.00 , 100.00
